"date","FCmean","FCH4mean","LEmean"
20210628,-4.65863422222222,222.199846153846,95.2230408510638
20210629,-2.92403634146341,237.005111111111,92.0403304651163
20210630,-3.65789381818182,249.43316969697,113.850355555556
20210701,-4.68366504761905,323.872709677419,93.7143686444444
20210702,-6.10063487179487,291.335,174.757753641026
20210703,-1.065682,303.75567037037,67.7571553043478
20210704,-4.99172533333333,291.294242424242,125.132858043478
20210705,-3.86836244444444,228.354476315789,101.239083391304
20210706,-3.22080179487179,209.71843,106.881121482927
20210707,NA,NA,107.214794243902
20210708,-2.34897394473684,221.231222222222,83.1622911578947
20210709,-1.97695813953488,221.97758,54.4804424444444
20210710,-3.99975502222222,220.733729411765,110.654216186304
20210711,-0.842425813953488,260.965256,100.921532761905
20210712,-1.31479604878049,253.79895,79.3609677142857
20210713,-4.26229534883721,187.236563888889,126.495804772727
20210714,-4.00721744186047,203.097115151515,137.374352727273
20210715,-3.42754387804878,191.68225,120.409156111111
20210716,0.281825641025641,NA,86.3956714473684
20210717,-1.80319775,NA,104.96235952381
20210718,-5.42082530769231,NA,77.9542325348837
20210719,-3.761013,269.399013793103,102.683273302326
20210720,-1.653448375,NA,78.051208675
20210721,-4.4582231627907,219.167864285714,167.684111904762
20210722,-1.56852380952381,250.520547368421,146.852724651163
20210723,-0.982197608695652,284.002804347826,145.769575869565
20210724,-3.11105666666667,220.19099047619,179.578041422222
20210725,-1.73240752380952,187.814843589744,95.71931855
20210726,-3.08119425,155.228882195122,131.021542095238
20210727,-2.56330286486486,147.962851282051,153.477191384615
20210728,-0.121272945945946,215.79254,120.739036023256
20210729,-1.03822375,127.068882439024,107.9603319
20210730,-0.372291555555556,188.919066666667,129.185504162791
20210731,0.45066875,127.724316666667,84.2871106904762
20210801,NA,163.884730857143,163.083605657895
20210802,NA,120.261591666667,81.5831810833333
20210803,NA,NA,NA
20210804,-2.26591791489362,114.884728947368,156.011158714286
20210805,-6.94925202702703,53.8147,160.396798609756
20210806,-2.34968365853659,66.7494575757576,103.390255205128
20210807,0.681971380952381,120.066386486486,139.4721255
20210808,0.896177976744186,91.1151361111111,103.369847219512
20210809,-1.61887215,85.1689162162162,120.081752025641
20210810,-0.784614135135135,116.206261290323,109.439941688095
20210811,-0.0143271052631578,98.6168137931034,76.6470197857143
20210812,0.0419683,98.1729212121212,95.9108997435897
20210813,-0.356887135135135,NA,98.8301418918919
20210814,-0.96614780952381,81.7228581481481,149.666695886364
20210815,0.537754815789474,NA,126.71418327027
20210816,-0.807814318181818,113.083235405405,162.894014902439
20210817,-1.52338956756757,77.3518947058824,130.705881388889
20210818,-3.38095428571429,89.0908055,127.714292214286
20210819,-1.98805142857143,141.305782352941,106.549255957447
20210820,-3.00174438636364,234.46092,122.053294586957
20210821,-2.57318802272727,247.2504375,118.3899808
20210822,-2.39176385714286,265.208221428571,121.788315975
20210823,-1.77280206818182,289.113997674419,129.395405152174
20210824,-1.59764577777778,288.950143589744,169.308743409091
20210825,NA,316.8358,NA
20210826,1.78499880487805,NA,68.6239891081081
20210827,2.17885789473684,347.985769230769,60.2426622790698
20210828,-1.51092537777778,307.953789473684,84.2550176086957
20210829,NA,NA,NA
20210830,-0.86937891627907,NA,138.276686521739
20210831,-2.97242436842105,NA,NA
20210901,NA,NA,80.6220138461538
20210902,-0.1792348,NA,NA
20210903,-1.38285048648649,NA,163.721497864865
20210904,0.787089731707317,NA,158.80420995122
20210905,NA,NA,NA
20210906,NA,NA,NA
20210907,NA,NA,NA
20210908,NA,NA,NA
20210909,NA,NA,NA
20210910,-0.782782682926829,NA,145.991409302326
20210911,-1.21828392682927,NA,147.700309210526
20210912,NA,NA,NA
20210913,-0.564458866666667,NA,98.0080700666667
20210914,NA,NA,NA
20210915,NA,NA,NA
20210916,-0.580494347826087,NA,75.3175968090909
20210917,NA,NA,NA
20210918,-1.6632705952381,NA,67.833540902439
20210919,-0.732546522727273,NA,80.9694303075
20210920,NA,NA,75.6002171666667
20210921,NA,NA,NA
20210922,NA,NA,NA
20210923,-2.76412023809524,295.147252272727,136.12159
20210924,-2.49096882222222,258.159748888889,108.916070444444
20210925,-3.16824937674419,271.72018,118.658375560976
20210926,-2.6447976547619,264.0989136,93.1369718604651
20210927,-1.06124585333333,208.402170731707,57.5492368372093
20210928,NA,181.881053243243,53.2176872222222
20210929,NA,182.37806,NA
20210930,-0.0287181777777777,245.445962222222,49.1631717608696
20211001,-0.417360063829787,231.183340425532,62.5080362857143
20211002,NA,222.213622222222,NA
20211003,-2.12427141025641,239.74348974359,55.4840699
20211004,NA,373.81054,NA
20211005,-3.12216102777778,306.017289285714,92.3235401578947
20211006,-2.70552208108108,354.6678,96.5280882727273
20211007,-2.98194155263158,220.684032258065,102.812545833333
20211008,-2.82516158536585,237.605697058824,113.09463605
20211009,-2.22441072972973,365.895644444444,82.0946749210526
20211010,-2.76197516666667,206.968921212121,85.0765617948718
20211011,-0.97759352173913,210.029589361702,52.8274530888889
20211012,-1.29216317777778,223.561130434783,75.2608186744186
20211013,-1.32639722222222,213.492477272727,71.0151164390244
20211014,-0.567233441860465,226.405717948718,62.864083
20211015,-1.671032375,220.966463636364,66.3053884186047
20211016,-0.0761736170212765,327.394642857143,156.870425581395
20211017,-0.991568361702128,228.834058536585,105.243556511628
20211018,-2.07817370833333,159.093374468085,72.1043343720455
20211019,-1.95536081395349,145.369871428571,73.4564637
20211020,-0.694867627906977,141.165921212121,41.0721460454545
20211021,-1.26286965853659,NA,72.0519011785714
20211022,-1.24063233333333,185.729833333333,72.785142902439
20211023,-0.66593680952381,172.088878787879,58.068489047619
20211024,-0.147164510638298,177.525131578947,42.7203944680851
20211025,NA,119.439054166667,79.1970975555556
20211026,-0.815930311111111,160.394927906977,62.0361409302326
20211027,0.903852289473684,180.389613157895,52.5221292105263
20211028,-0.253857369565217,204.245841304348,115.681714583333
20211029,0.00682,194.128208333333,96.4309479166667
20211030,-1.99311904545455,200.2926825,53.4289562093023
20211031,-1.63518781395349,160.071608108108,53.2179178
20211101,-1.58222348333333,168.109564,59.9833955658537
20211102,-1.37204855813953,149.524881818182,70.1447383953488
20211103,-1.49652233333333,198.502056410256,52.5851431333333
20211104,-0.8563475625,179.493983333333,55.8353520833333
20211105,0.880211093181818,108.514442857143,26.9262970212766
20211106,-1.61907751590909,100.47213030303,55.1695176341463
20211107,-1.27397394594595,NA,59.3075043783784
20211108,NA,NA,46.2235886046512
20211109,NA,NA,41.1765492820513
20211110,-1.82463301282051,97.8146575757576,38.3040232272727
20211111,-1.21644964285714,67.2786333333333,61.5674559459459
20211112,-0.308397,167.696778571429,36.6426451190476
20211113,-0.840208240425532,67.4455933333333,72.4631672916667
20211114,-1.073011,112.383336842105,44.9882275555556
20211115,-0.773515024390244,55.9667817241379,37.5390955405405
20211116,0.454545976744186,NA,33.5587225581395
20211117,0.540081043478261,66.0946794871795,19.901605173913
20211118,1.499194675,76.6490485714286,55.111351525
20211119,-0.305781106382979,58.5100312820513,71.3210216666667
20211120,-0.575468222222222,148.360695862069,31.165841902439
20211121,NA,NA,30.6332061794872
20211122,2.3362258572093,68.106865625,36.3324681395349
20211123,-0.769779044444444,64.50348,49.9566977073171
20211124,-0.346604046341463,77.723755,35.9751893157895
20211125,0.26556475,53.3773072972973,24.1897075
20211126,-0.239259533333333,54.5777753783784,57.9019404255319
20211127,0.251886309302326,84.7051903225806,NA
20211128,0.245501771052632,41.7788795833333,46.1186048684211
20211129,-1.14451373947368,80.6295422222222,39.815360902439
20211130,-1.01364040526316,46.5220533333333,39.2344742459459
20211201,-2.5143203025,NA,25.186148785
20211202,-1.09668654615385,NA,23.2096125
20211203,-0.153743944444444,NA,NA
20211204,NA,NA,23.95505
20211205,0.132340325,NA,26.40186665
20211206,0.819118285714286,NA,51.9568032380952
20211207,NA,NA,NA
20211208,NA,NA,NA
20211209,NA,NA,NA
20211210,NA,NA,NA
20211211,NA,NA,NA
20211212,NA,NA,NA
20211213,NA,NA,NA
20211214,NA,NA,NA
20211215,NA,NA,NA
20211216,NA,NA,NA
20211217,NA,NA,NA
20211218,NA,NA,NA
20211219,NA,NA,NA
20211220,NA,NA,NA
20211221,NA,NA,NA
20211222,NA,NA,NA
20211223,NA,NA,NA
20211224,NA,NA,NA
20211225,NA,NA,NA
20211226,NA,NA,NA
20211227,NA,NA,NA
20211228,NA,NA,NA
20211229,NA,NA,NA
20211230,NA,NA,NA
20211231,NA,NA,NA
20220101,NA,NA,NA
20220102,NA,NA,NA
20220103,NA,NA,NA
20220104,NA,NA,NA
20220105,NA,NA,NA
20220106,NA,NA,NA
20220107,NA,NA,NA
20220108,NA,NA,NA
20220109,NA,NA,NA
20220110,NA,NA,NA
20220111,NA,NA,NA
20220112,NA,NA,NA
20220113,NA,NA,NA
20220114,NA,NA,NA
20220115,NA,NA,NA
20220116,NA,NA,NA
20220117,NA,NA,NA
20220118,NA,NA,NA
20220119,NA,NA,NA
20220120,NA,NA,NA
20220121,NA,NA,NA
20220122,NA,NA,NA
20220123,NA,NA,NA
20220124,NA,NA,NA
20220125,NA,NA,NA
20220126,NA,NA,NA
20220127,NA,NA,NA
20220128,NA,NA,NA
20220129,NA,NA,NA
20220130,NA,NA,NA
20220131,NA,NA,NA
20220201,NA,NA,NA
20220202,NA,NA,NA
20220203,NA,NA,NA
20220204,NA,NA,NA
20220205,NA,NA,NA
20220206,NA,NA,NA
20220207,NA,NA,NA
20220208,NA,NA,NA
20220209,NA,NA,NA
20220210,NA,26.290236875,56.3755510810811
20220211,1.35250186111111,122.826424,63.7184892682927
20220212,NA,16.5216343461538,75.2378668780488
20220213,-1.58420114545455,7.68556874418605,126.542672340426
20220214,NA,56.85564625,43.39465
20220215,NA,-3.38742264705882,33.4427819148936
20220216,0.986802704545455,11.7155168292683,10.8062433255814
20220217,1.30405182105263,2.61059353125,6.551718
20220218,0.195346511627907,89.3343710789474,133.634353191489
20220219,0.087202031627907,15.2524814285714,84.8154326086956
20220220,0.650578985555556,270.62626974359,29.5802404666667
20220221,-0.166086897435897,22.18134,3.73339609756098
20220222,1.83409766585366,23.4140418333333,NA
20220223,NA,NA,24.7169135555556
20220224,0.233088176666667,33.9769248,23.4925754166667
20220225,0.397593360465116,NA,116.528028931818
20220226,-0.0770801848780488,NA,31.8670851304348
20220227,NA,NA,51.6033038
20220228,0.0503821372093023,NA,87.3761506666667
20220301,0.201131226976744,NA,84.6390819565217
20220302,0.581037611904762,NA,79.643082173913
20220303,NA,NA,58.7434717297297
20220304,0.730377035135135,NA,85.612071
20220305,0.721774,NA,51.4400315
20220306,1.01957436956522,NA,55.7102757142857
20220307,1.41542581395349,NA,87.041254
20220308,0.2691188,NA,59.0772524444444
20220309,NA,NA,55.5449127659574
20220310,-0.263997911111111,NA,93.0236303181818
20220311,NA,NA,94.2608655853658
20220312,-1.18515012291667,70.1273840909091,168.7573625
20220313,-0.487409311111111,97.1927568181818,78.7826587826087
20220314,0.0593124772727273,80.6734634146341,81.7775970222222
20220315,2.69431913157895,55.1543447368421,96.9453939534884
20220316,-0.850609666666667,57.628009047619,83.898654047619
20220317,-0.238882209302326,70.1310931707317,84.2209086363636
20220318,1.10802535416667,88.1429595238095,144.641521304348
20220319,-1.04999138125,50.9554311111111,136.960603645833
20220320,-1.65295294594595,102.578371034483,130.427863179487
20220321,-1.03043238409091,NA,92.7426409302326
20220322,0.147121421052632,NA,44.9517072727273
20220323,-2.11911953658537,50.8391035714286,126.089637111111
20220324,-2.63309328571429,60.3599740740741,158.405812272727
20220325,-1.70189246666667,NA,129.321910851064
20220326,-2.56652086046512,NA,115.71400772093
20220327,-3.64000720930233,NA,150.416491972222
20220328,-2.76481048780488,NA,150.418738815789
20220329,-2.18343646666667,NA,111.636119047619
20220330,-3.25483753658537,NA,98.3400255813954
20220331,-3.10266811111111,NA,126.264440425532
20220401,-3.53758878571429,NA,140.783022820513
20220402,-1.64221489189189,NA,103.278786275
20220403,-4.29225528604651,NA,141.224760144186
20220404,-3.54939825,NA,116.78971
20220405,-4.29043985106383,NA,82.6278031914894
20220406,-4.43533863404255,NA,132.916287234043
20220407,-3.0939647826087,NA,216.552319565217
20220408,-4.50671686956522,NA,165.418386666667
20220409,-3.710955,NA,138.40759173913
20220410,-4.11628234791667,NA,121.258263139535
20220411,-0.611554325581395,NA,31.4745402954545
20220412,-1.63024420512821,NA,43.3358882222222
20220413,-5.04127723255814,NA,110.810244222222
20220414,-6.37064922727273,NA,111.986421276596
20220415,-2.50894585106383,NA,74.63718625
20220416,-5.60916617021277,NA,112.760585434783
20220417,-6.37824802916667,NA,132.668081208333
20220418,-6.8026397826087,NA,155.862838382979
20220419,NA,NA,NA
20220420,NA,NA,NA
20220421,NA,NA,NA
20220422,NA,NA,NA
20220423,NA,NA,NA
20220424,NA,NA,NA
20220425,NA,NA,NA
20220426,NA,NA,NA
20220427,NA,NA,NA
20220428,NA,NA,NA
20220429,NA,NA,NA
20220430,NA,NA,NA
20220501,NA,NA,NA
20220502,NA,127.036896296296,NA
20220503,-7.59935217391304,141.758158139535,141.615236595745
20220504,-6.31451953488372,185.127916666667,145.974831463415
20220505,-6.62884310869565,185.744802777778,139.271484978261
20220506,-5.55688234146341,206.431485185185,123.828453333333
20220507,-6.90172248888889,NA,130.092945581395
20220508,-6.71258744680851,NA,135.058241333333
20220509,-5.11880606382979,NA,137.379078608696
20220510,-5.62324017021277,NA,134.571895531915
20220511,-6.85188382222222,214.498125925926,140.816597272727
20220512,-7.5136114893617,216.697666666667,156.21568826087
20220513,-8.38698210526316,244.556634285714,162.2843955
20220514,-8.43004433333333,259.073175,159.192636622222
20220515,-6.876486,239.008520930233,154.871436
20220516,-5.45817365116279,233.319976744186,139.851419318182
20220517,-5.3175152173913,228.204833333333,112.018327533333
20220518,-10.1170321621622,229.939552631579,202.190006564103
20220519,NA,NA,NA
20220520,NA,159.414148275862,NA
20220521,NA,NA,NA
20220522,NA,133.896423333333,NA
20220523,NA,NA,95.5343412820513
20220524,-4.06535823809524,NA,110.599248863636
20220525,NA,NA,77.5170788536585
20220526,NA,263.2761,140.793676216216
20220527,NA,NA,NA
20220528,NA,NA,NA
20220529,NA,NA,NA
20220530,-5.25331514634146,NA,144.590409761905
20220531,-5.103163725,NA,110.71589925
20220601,NA,NA,NA
20220602,NA,NA,NA
20220603,NA,NA,NA
20220604,NA,NA,NA
20220605,NA,NA,NA
20220606,NA,NA,NA
20220607,NA,NA,NA
20220608,-7.67997567567568,215.796325,153.083374625
20220609,-6.78792139534884,265.908785714286,176.59555825
20220610,NA,301.492775757576,66.5055996829268
20220611,-6.70300817948718,326.004237837838,154.686571589744
20220612,NA,203.241086666667,NA
20220613,NA,NA,NA
20220614,NA,NA,NA
20220615,NA,NA,NA
20220616,NA,NA,NA
20220617,NA,NA,NA
20220618,NA,NA,NA
20220619,NA,NA,NA
20220620,NA,NA,NA
20220621,NA,NA,NA
20220622,NA,NA,NA
20220623,NA,NA,NA
20220624,NA,NA,NA
20220625,NA,NA,NA
20220626,NA,NA,NA
20220627,NA,150.75927037037,NA
20220628,NA,NA,NA
20220629,-1.08133026315789,121.007457142857,115.764566944444
20220630,NA,NA,NA
20220701,NA,117.620780645161,NA
20220702,NA,NA,NA
20220703,NA,NA,NA
20220704,NA,NA,NA
20220705,NA,NA,NA
20220706,NA,NA,NA
20220707,NA,NA,NA
20220708,NA,NA,NA
20220709,NA,NA,NA
20220710,NA,NA,NA
20220711,NA,NA,NA
20220712,NA,NA,NA
20220713,NA,NA,NA
20220714,NA,NA,NA
20220715,NA,NA,NA
20220716,-3.20227702702703,73.8476088,162.819067777778
20220717,NA,89.8199135483871,149.991431026316
20220718,-4.3999855,79.7097944444444,156.133093704545
20220719,-4.0971031875,83.8880838461538,175.3822665
20220720,-2.91304488888889,99.3543702702703,187.9158236
20220721,NA,96.8479574285714,138.55607574359
20220722,NA,NA,NA
20220723,NA,NA,NA
20220724,NA,NA,NA
20220725,NA,NA,NA
20220726,NA,NA,NA
20220727,-4.4455755,100.149343243243,146.346765795455
20220728,NA,73.3196133333333,111.079027675
20220729,-4.9595107,57.7952142857143,86.2166438974359
20220730,-3.71500268780488,176.517425,122.462697880488
20220731,-3.311197225,93.657346875,101.602988395349
20220801,NA,NA,74.793728974359
20220802,-1.05741361111111,117.506066666667,NA
20220803,-10.7148651351351,117.973869230769,112.4474786
20220804,-3.25990015789474,NA,NA
20220805,-1.94096732432432,180.820230769231,125.942885
20220806,-3.162366,169.70182962963,91.286336097561
20220807,-4.37155389473684,237.634846153846,113.116534775
20220808,-3.2552292525,NA,69.2843478666667
20220809,-4.97173155,NA,121.990046428571
20220810,-2.78265063636364,NA,82.1481482391304
20220811,-2.75867531111111,NA,96.9230506976744
20220812,-3.54301137777778,NA,105.10937372093
20220813,-3.78259466666667,NA,117.02174372093
20220814,-3.85123081395349,NA,122.785060916279
20220815,-1.01064364444444,NA,126.694884976087
20220816,-1.58042940909091,NA,145.821499787234
20220817,-4.14751476744186,NA,112.489501888889
20220818,-3.45674273170732,NA,91.5127567113636
20220819,NA,NA,81.9792803589744
20220820,NA,206.186732,NA
20220821,-2.18726923255814,292.794219230769,71.5679937179487
20220822,NA,NA,NA
20220823,NA,NA,NA
20220824,NA,NA,NA
20220825,NA,NA,NA
20220826,NA,NA,NA
20220827,NA,NA,NA
20220828,NA,NA,NA
20220829,NA,NA,NA
20220830,NA,NA,NA
20220831,NA,NA,NA
20220901,-3.84676762162162,293.227702857143,152.954563948718
20220902,-3.19426828205128,259.501573333333,99.1753076248837
20220903,NA,NA,74.4473440555556
20220904,-1.41931995,NA,68.0639728139535
20220905,NA,NA,108.142580025641
20220906,-1.98256297560976,NA,56.874739025
20220907,-3.03950909090909,NA,107.877234128205
20220908,-4.27747538461538,NA,136.848299325
20220909,-2.44568458974359,NA,NA
20220910,NA,NA,119.606703315789
20220911,-2.56172125,NA,134.2274795
20220912,-1.66333209090909,NA,118.027934204545
20220913,-3.15926855813953,NA,130.623216659091
20220914,-3.5017244,NA,144.187156972973
20220915,-3.93680462790698,253.927712195122,126.916819165854
20220916,-2.87903887804878,184.594538095238,118.803409181818
20220917,-0.684551951219512,174.490525,105.113509073171
20220918,-0.339856347826087,155.141347826087,98.9015599090909
20220919,-2.95809974358974,263.7689,124.825983076923
20220920,-4.59664389189189,148.382306666667,124.408401075
20220921,-2.205018,165.407469230769,142.954254421622
20220922,-0.609294261904762,242.790446875,138.669890952381
20220923,-1.76654109756098,220.694002941176,112.520781684211
20220924,-1.43844933333333,NA,121.92787135
20220925,-3.65884866666667,NA,105.93748175
20220926,0.590726170212766,NA,107.255217659574
20220927,-0.590949834042553,NA,144.06346875
20220928,-0.315804255319149,NA,147.682995833333
20220929,-0.8605561875,NA,106.359454166667
20220930,-3.97375907631579,NA,93.7272778048781
20221001,-3.3072835,NA,98.2387884871795
20221002,-2.92067792105263,NA,93.1369602525
20221003,-3.01413858888889,NA,94.4700736410256
20221004,-1.83584518918919,207.991868421053,66.7804327692308
20221005,NA,78.1365533333333,111.526669833333
20221006,-3.20330490243902,61.6467657894737,86.4581228372093
20221007,NA,166.120228571429,NA
20221008,-0.0901965906976744,92.5513365853659,93.7182855813953
20221009,-1.37852126829268,70.7919712820513,90.8986359111111
20221010,-2.25559354545455,109.523670769231,97.7160638333333
20221011,-0.103725951219512,86.2115971428571,79.5141870789474
20221012,2.37731418918919,87.711462962963,80.810814054054
20221013,-0.420167686923077,59.95644784,NA
20221014,1.06280570212766,86.0276540540541,89.4860980545455
20221015,-2.38504059459459,75.919028,84.5219062631579
20221016,NA,NA,NA
20221017,1.973542025,58.6744034482759,68.1655806595745
20221018,-0.654265666666667,50.56839025,95.2327041666667
20221019,-1.07285743478261,62.6719610526316,56.654720212766
20221020,-1.67079826315789,63.6694333333333,57.7987543333333
20221021,-1.03447990731707,55.0108647058824,50.663468972973
20221022,0.236909190476191,69.7914666666667,45.0400246153846
20221023,0.204288073170732,71.8356576923077,43.5170687333333
20221024,-0.132473138888889,NA,57.6965402702703
20221025,3.96833523913043,NA,76.8011872666667
20221026,-1.00706374468085,NA,65.48375525
20221027,-0.0305444302325582,NA,44.6533856097561
20221028,NA,NA,NA
20221029,NA,NA,NA
20221030,NA,NA,NA
20221031,NA,NA,NA
20221101,-1.52512288888889,NA,53.1387810810811
20221102,0.0754659459459459,NA,51.3527975135135
20221103,0.36031043902439,NA,42.1789707619048
20221104,1.59947572553191,NA,35.8937946666667
20221105,NA,NA,NA
20221106,-0.508208186046512,NA,44.94247855
20221107,1.26123218780488,NA,52.9647049189189
20221108,-0.825130394736842,NA,75.8762903783784
20221109,-0.297647238095238,60.33028,67.5722582432432
20221110,-0.586679038095238,197.23728,50.7829330166667
20221111,1.34899892857143,158.930602857143,52.8342045945946
20221112,NA,38.0319164285714,65.1794278378378
20221113,-0.101791681818182,95.8066172413793,57.1755860666667
20221114,1.68118989473684,NA,43.767628627907
20221115,1.15112488888889,26.9643214814815,65.7765158974359
20221116,0.413987680851064,101.730458536585,55.8633854166667
20221117,-0.0554472727272727,70.323838,34.4057303863636
20221118,-1.6373103,78.9965,NA
20221119,NA,NA,46.1946872916667
20221120,NA,34.824204,NA
20221121,-0.301929552173913,10.1487413793103,40.0901906521739
20221122,NA,NA,27.7591075
20221123,NA,NA,NA
20221124,1.598250275,NA,15.8473060555556
20221125,NA,NA,NA
20221126,NA,NA,NA
20221127,NA,NA,NA
20221128,NA,NA,NA
20221129,1.48805111422222,NA,7.8733025
20221130,2.24854978723404,NA,102.387823386364
20221201,-0.3198685,NA,49.4506902325581
20221202,-0.283139325,NA,15.66590955
20221203,2.41804173809524,NA,19.8344293783784
20221204,1.34892072051282,NA,24.4141667769231
20221205,NA,NA,14.9656706756757
20221206,2.14447614444444,NA,46.4316904878049
20221207,0.6537471,NA,NA
20221208,2.49738385526316,NA,NA
20221209,1.91452558695652,53.2901696969697,41.8261073055556
20221210,1.45310546341463,NA,NA
20221211,NA,NA,22.1871621081081
20221212,1.93044111111111,NA,NA
20221213,0.906512282608696,NA,17.7022327073171
20221214,NA,NA,NA
20221215,NA,NA,NA
20221216,-0.145041791891892,NA,52.0888451111111
20221217,0.66292558974359,NA,41.6182520909091
20221218,-0.383969632972973,NA,44.9003043783784
20221219,NA,NA,71.4471409523809
20221220,NA,NA,NA
20221221,NA,NA,NA
20221222,NA,NA,NA
20221223,-0.958918181818182,NA,79.2906125
20221224,-0.581736045454545,NA,33.9465300227273
20221225,0.242986643478261,NA,23.7916897333333
20221226,-0.844137578947368,NA,NA
20221227,-0.118789658536585,NA,15.1486308641026
20221228,0.537125468085106,NA,6.96338495454545
20221229,1.41431255609756,NA,21.74583675
20221230,NA,NA,NA
