"date","FCmean","FCH4mean","LEmean"
20190524,NA,NA,NA
20190525,NA,NA,NA
20190526,NA,NA,NA
20190527,NA,NA,NA
20190528,NA,NA,NA
20190529,NA,NA,NA
20190530,NA,NA,NA
20190531,NA,NA,NA
20190601,NA,NA,NA
20190602,NA,NA,NA
20190603,NA,NA,NA
20190604,NA,NA,NA
20190605,NA,NA,NA
20190606,NA,NA,NA
20190607,NA,NA,NA
20190608,NA,NA,NA
20190609,NA,NA,NA
20190610,NA,NA,NA
20190611,NA,NA,NA
20190612,NA,NA,NA
20190613,NA,NA,NA
20190614,NA,NA,NA
20190615,NA,NA,NA
20190616,NA,NA,NA
20190617,NA,NA,NA
20190618,NA,NA,NA
20190619,NA,NA,NA
20190620,NA,NA,NA
20190621,NA,NA,NA
20190622,NA,NA,NA
20190623,NA,NA,NA
20190624,NA,NA,NA
20190625,NA,NA,NA
20190626,NA,NA,NA
20190627,NA,NA,NA
20190628,NA,NA,NA
20190629,NA,NA,NA
20190630,NA,NA,NA
20190701,NA,NA,NA
20190702,NA,NA,NA
20190703,NA,NA,NA
20190704,NA,NA,NA
20190705,NA,NA,NA
20190706,NA,NA,NA
20190707,NA,NA,NA
20190708,NA,NA,NA
20190709,NA,NA,NA
20190710,NA,NA,NA
20190711,NA,NA,NA
20190712,NA,NA,NA
20190713,NA,NA,NA
20190714,NA,NA,NA
20190715,NA,NA,NA
20190716,NA,NA,NA
20190717,NA,NA,NA
20190718,NA,NA,NA
20190719,NA,NA,NA
20190720,NA,NA,NA
20190721,NA,NA,NA
20190722,NA,NA,NA
20190723,NA,NA,NA
20190724,NA,NA,NA
20190725,NA,NA,NA
20190726,NA,NA,NA
20190727,NA,NA,NA
20190728,NA,NA,NA
20190729,NA,NA,NA
20190730,NA,NA,NA
20190731,NA,NA,NA
20190801,NA,NA,NA
20190802,NA,NA,NA
20190803,NA,NA,NA
20190804,NA,NA,NA
20190805,NA,NA,NA
20190806,NA,NA,NA
20190807,NA,NA,NA
20190808,NA,NA,NA
20190809,NA,NA,NA
20190810,NA,NA,NA
20190811,NA,NA,NA
20190812,NA,NA,NA
20190813,NA,NA,NA
20190814,NA,NA,NA
20190815,NA,NA,NA
20190816,NA,NA,NA
20190817,NA,NA,NA
20190818,NA,NA,NA
20190819,NA,NA,NA
20190820,NA,NA,NA
20190821,NA,NA,NA
20190822,NA,NA,NA
20190823,NA,NA,NA
20190824,NA,NA,NA
20190825,NA,NA,NA
20190826,NA,NA,NA
20190827,NA,NA,NA
20190828,NA,NA,NA
20190829,NA,NA,NA
20190830,NA,NA,NA
20190831,NA,NA,NA
20190901,NA,NA,NA
20190902,NA,NA,NA
20190903,NA,NA,NA
20190904,NA,NA,NA
20190905,NA,NA,NA
20190906,NA,NA,NA
20190907,NA,NA,NA
20190908,NA,NA,NA
20190909,NA,NA,NA
20190910,NA,NA,NA
20190911,NA,NA,NA
20190912,NA,NA,NA
20190913,NA,NA,NA
20190914,NA,NA,NA
20190915,NA,NA,NA
20190916,NA,NA,NA
20190917,NA,NA,NA
20190918,NA,NA,NA
20190919,NA,NA,NA
20190920,NA,NA,NA
20190921,NA,NA,NA
20190922,NA,NA,NA
20190923,NA,NA,NA
20190924,NA,NA,NA
20190925,NA,NA,NA
20190926,NA,NA,NA
20190927,NA,NA,NA
20190928,NA,NA,NA
20190929,NA,NA,NA
20190930,NA,NA,NA
20191001,NA,NA,NA
20191002,NA,NA,NA
20191003,NA,NA,NA
20191004,NA,NA,NA
20191005,NA,NA,NA
20191006,NA,NA,NA
20191007,NA,NA,NA
20191008,NA,NA,NA
20191009,NA,NA,NA
20191010,NA,NA,NA
20191011,NA,NA,NA
20191012,NA,NA,NA
20191013,NA,NA,NA
20191014,NA,NA,NA
20191015,NA,NA,NA
20191016,NA,NA,NA
20191017,NA,NA,NA
20191018,NA,NA,NA
20191019,NA,NA,NA
20191020,NA,NA,NA
20191021,NA,NA,NA
20191022,NA,NA,NA
20191023,NA,NA,NA
20191024,NA,NA,NA
20191025,NA,NA,NA
20191026,NA,NA,NA
20191027,NA,NA,NA
20191028,NA,NA,NA
20191029,NA,NA,NA
20191030,NA,NA,NA
20191031,NA,NA,NA
20191101,NA,NA,NA
20191102,NA,NA,NA
20191103,NA,NA,NA
20191104,NA,NA,NA
20191105,NA,NA,NA
20191106,NA,NA,NA
20191107,NA,NA,NA
20191108,NA,NA,NA
20191109,NA,NA,NA
20191110,NA,NA,NA
20191111,NA,NA,NA
20191112,NA,NA,NA
20191113,NA,NA,NA
20191114,NA,NA,NA
20191115,NA,NA,NA
20191116,NA,NA,NA
20191117,NA,NA,NA
20191118,NA,NA,NA
20191119,NA,NA,NA
20191120,NA,NA,NA
20191121,NA,NA,NA
20191122,NA,NA,NA
20191123,NA,NA,NA
20191124,NA,NA,NA
20191125,NA,NA,NA
20191126,NA,NA,NA
20191127,NA,NA,NA
20191128,NA,NA,NA
20191129,NA,NA,NA
20191130,NA,NA,NA
20191201,NA,NA,NA
20191202,NA,NA,NA
20191203,NA,NA,NA
20191204,NA,NA,NA
20191205,NA,NA,NA
20191206,NA,NA,NA
20191207,NA,NA,NA
20191208,NA,NA,NA
20191209,NA,NA,NA
20191210,NA,NA,NA
20191211,NA,NA,NA
20191212,NA,NA,NA
20191213,NA,NA,NA
20191214,NA,NA,NA
20191215,NA,NA,NA
20191216,NA,NA,NA
20191217,NA,NA,NA
20191218,NA,30.903175862069,NA
20191219,-1.23321232222222,17.9019945,30.9948362590909
20191220,-0.5219596,22.4014501904762,22.7684322444444
20191221,NA,NA,42.6210011627907
20191222,4.59060472727273,29.5120758064516,30.9693829166667
20191223,1.19952574166667,23.1858227111111,25.9684647916667
20191224,1.17347356521739,22.2797320714286,23.3614895348837
20191225,NA,NA,NA
20191226,NA,NA,NA
20191227,NA,NA,NA
20191228,0.881579682926829,NA,NA
20191229,0.953494850263158,NA,NA
20191230,-0.0680648157894737,30.5332255263158,NA
20191231,-0.616888648648649,20.621316969697,NA
20200101,NA,22.2483425925926,NA
20200102,NA,NA,NA
20200103,NA,NA,NA
20200104,NA,NA,NA
20200105,NA,NA,NA
20200106,NA,NA,NA
20200107,NA,NA,NA
20200108,NA,NA,NA
20200109,NA,NA,NA
20200110,NA,NA,NA
20200111,NA,NA,NA
20200112,0.336407888888889,NA,27.5969816152174
20200113,0.874955069767442,NA,NA
20200114,1.22384138297872,NA,NA
20200115,-0.911331146341463,NA,NA
20200116,0.767815708333333,NA,NA
20200117,0.361121586956522,NA,44.267313212766
20200118,0.297902958333333,NA,13.1465966744186
20200119,-0.135849065217391,NA,114.466347916667
20200120,-1.38610542553191,35.0630764864865,54.1585872916667
20200121,-1.37704647916667,NA,38.2290508333333
20200122,-0.918460166666667,NA,23.9210252173913
20200123,0.184657942105263,NA,NA
20200124,-0.802632085106383,NA,64.7569558
20200125,-1.52013972608696,NA,NA
20200126,NA,NA,34.1228943953488
20200127,0.422105267391304,NA,28.095199787234
20200128,-1.33073952173913,NA,42.8357921860465
20200129,-3.93453283783784,NA,46.543666
20200130,NA,NA,NA
20200131,NA,11.140765,NA
20200201,-1.29165254347826,17.3231156410256,52.707296326087
20200202,-0.62176870212766,10.9140982857143,29.7747674418605
20200203,-0.82988589375,NA,24.2423230770833
20200204,-0.287642875,NA,8.34542711111111
20200205,-1.11252923863636,NA,NA
20200206,NA,NA,80.3982246666667
20200207,-0.758185674418605,24.8948355581395,68.2299744186047
20200208,-0.834520186046512,NA,NA
20200209,-1.38528241463415,NA,NA
20200210,-0.887543418604651,NA,NA
20200211,0.386673853658537,NA,NA
20200212,-9.12045152777778,NA,NA
20200213,-3.12385092857143,NA,123.827676744186
20200214,-2.12388641666667,NA,61.6374727083333
20200215,-1.3928534375,NA,47.2433158333333
20200216,NA,NA,40.4016876086957
20200217,-0.597542829545455,NA,24.0622495652174
20200218,-0.0912234523809524,NA,39.227918744186
20200219,0.325084609756097,NA,41.0579970444444
20200220,NA,NA,NA
20200221,-3.138964925,NA,79.6789666666667
20200222,-2.44539977708333,NA,44.0571779574468
20200223,-2.89762302222222,NA,NA
20200224,-1.59205531282051,NA,NA
20200225,3.04842882093023,NA,27.3239120044186
20200226,-2.32441087234043,NA,96.5985150652174
20200227,-2.8878369673913,NA,54.2891717391304
20200228,-2.18327061702128,NA,46.0902457446808
20200229,-2.1464485325,NA,NA
20200301,-2.7212100212766,NA,39.4786255304348
20200302,-1.701389,NA,14.3694848977778
20200303,-2.16563995744681,NA,NA
20200304,-1.14849558333333,NA,NA
20200305,-1.07079319444444,NA,NA
20200306,-2.823993375,6.70816739130435,90.4308014583333
20200307,-2.35825346808511,14.4685136136364,65.0066295652174
20200308,-3.27077934782609,12.6585233888889,59.4871645454545
20200309,-3.18810276086957,6.22691587878788,45.6205746808511
20200310,-1.4739141804878,NA,NA
20200311,-1.37733317391304,NA,NA
20200312,-2.00756765416667,NA,33.6939495555556
20200313,-2.36722619148936,9.37464269230769,38.2208408217391
20200314,-2.04782160465116,NA,NA
20200315,-1.68053684090909,13.6099143,72.2554588372093
20200316,-1.87906082222222,18.2273871944444,55.5577241304348
20200317,-1.76568410416667,17.3676650810811,57.7556892173913
20200318,-2.223846875,NA,53.7223859574468
20200319,-2.81489835416667,NA,53.7924758333333
20200320,-2.0072806875,NA,56.2177806666667
20200321,NA,NA,NA
20200322,-1.91154459574468,NA,68.8852578723404
20200323,-1.90260003125,NA,61.4386589583333
20200324,-2.94027514583333,NA,65.7281797916667
20200325,-2.80201446808511,NA,74.8194631111111
20200326,-2.20034736170213,NA,71.6617986363636
20200327,-3.07568979166667,NA,65.6030145833333
20200328,-2.62064497916667,NA,52.0958027083333
20200329,-2.11147185106383,NA,72.3378533302128
20200330,-2.86017804347826,NA,78.020344875
20200331,-2.42097021276596,NA,109.256879166667
20200401,-3.02398784468085,NA,90.5148276595745
20200402,-3.88076954347826,NA,95.1704490909091
20200403,NA,NA,NA
20200404,NA,NA,64.4976171276596
20200405,-2.02893268292683,NA,83.6044382222222
20200406,-4.49624693181818,NA,NA
20200407,-3.3609499375,NA,39.7734395869565
20200408,-1.77506172916667,NA,45.2337584468085
20200409,-2.95175197916667,NA,63.3961019148936
20200410,-2.26743604166667,6.82483178571429,99.3245265957447
20200411,-2.76457510416667,NA,68.42001
20200412,0.428815857142857,NA,NA
20200413,-3.12687239130435,NA,95.1722244418605
20200414,-2.98103868888889,NA,81.0692765957447
20200415,-4.10439027708333,NA,112.210441666667
20200416,-3.16678357446809,NA,96.8774319148936
20200417,-4.31940244444444,NA,50.92046375
20200418,NA,NA,NA
20200419,-0.836273073170732,NA,NA
20200420,-3.80715217391304,NA,118.979052595745
20200421,-3.80483927659574,NA,101.383892139535
20200422,-4.01725945833333,NA,78.6781780434783
20200423,-0.191891958139535,NA,48.0022019565217
20200424,-2.33181834042553,NA,96.9867384583333
20200425,-2.39868812765957,NA,112.134416888889
20200426,-4.12671920930233,NA,137.542316666667
20200427,-2.95864695652174,NA,108.051244680851
20200428,-4.18424309090909,NA,105.092628723404
20200429,NA,NA,79.3348737446808
20200430,-3.68218165957447,NA,122.671725319149
20200501,-4.09115182222222,9.25632621428571,106.363350659091
20200502,-4.27403386046512,NA,105.196781395349
20200503,-3.29375259574468,NA,96.1353191489362
20200504,-3.189865625,10.924301,94.4372895833333
20200505,-2.56719121914894,NA,94.6124604166667
20200506,-2.81732165957447,NA,145.314805833333
20200507,-2.84868014583333,NA,119.924122916667
20200508,-4.28466963414634,NA,86.10315
20200509,-0.955908416666667,NA,110.0991475
20200510,-4.4162813,NA,86.8004809090909
20200511,-2.65231395555556,NA,110.745054318182
20200512,-3.91854633333333,NA,97.4535868085106
20200513,-3.57448658695652,NA,93.7674357173913
20200514,-3.38056785208333,NA,78.8152208333333
20200515,-9.44177861904762,NA,62.8859895833333
20200516,-3.22332876170213,NA,85.6938610416667
20200517,-2.30661342553192,NA,91.7141595744681
20200518,-2.19279786956522,NA,149.0314195625
20200519,-2.33532813043478,NA,97.2766517674419
20200520,-1.92457264791667,NA,72.1470515555555
20200521,-2.57801285106383,NA,80.8001831914894
20200522,-2.29832433333333,NA,72.9036666666667
20200523,-2.400353125,NA,84.9723427659574
20200524,-2.18596811363636,NA,107.957369130435
20200525,0.282115170212766,NA,88.5598458333333
20200526,NA,NA,NA
20200527,NA,NA,NA
20200528,NA,NA,NA
20200529,NA,NA,NA
20200530,NA,NA,NA
20200531,NA,NA,NA
20200601,NA,NA,NA
20200602,NA,NA,NA
20200603,NA,NA,NA
20200604,NA,NA,NA
20200605,NA,NA,NA
20200606,NA,NA,NA
20200607,NA,NA,NA
20200608,NA,NA,NA
20200609,NA,NA,NA
20200610,NA,NA,NA
20200611,NA,NA,NA
20200612,NA,NA,NA
20200613,NA,NA,NA
20200614,NA,NA,NA
20200615,NA,NA,NA
20200616,NA,NA,NA
20200617,NA,NA,NA
20200618,NA,NA,NA
20200619,NA,NA,NA
20200620,NA,NA,NA
20200621,NA,NA,NA
20200622,NA,NA,NA
20200623,NA,NA,NA
20200624,NA,NA,NA
20200625,NA,NA,NA
20200626,NA,NA,NA
20200627,NA,NA,NA
20200628,NA,NA,NA
20200629,NA,NA,NA
20200630,NA,NA,NA
20200701,NA,NA,NA
20200702,NA,NA,NA
20200703,NA,NA,NA
20200704,NA,NA,NA
20200705,NA,NA,NA
20200706,NA,NA,NA
20200707,NA,NA,NA
20200708,NA,NA,NA
20200709,NA,NA,NA
20200710,NA,NA,NA
20200711,NA,NA,NA
20200712,-0.9079003375,NA,102.167292708333
20200713,-0.304990909090909,NA,85.7658421276596
20200714,-1.95811395833333,NA,94.0406527659574
20200715,1.78834714285714,NA,107.701465333333
20200716,0.0731084285714285,NA,62.7226081395349
20200717,-1.97309708510638,NA,109.02946375
20200718,-0.655922553191489,NA,88.6025697581395
20200719,2.45189445454545,NA,71.91361625
20200720,-2.4425814893617,NA,77.2097098043478
20200721,-3.11882645833333,NA,108.878603913043
20200722,-1.76675436170213,NA,118.707571702128
20200723,NA,NA,113.060106976744
20200724,NA,NA,NA
20200725,NA,NA,70.538489787234
20200726,NA,NA,NA
20200727,NA,NA,48.0820308695652
20200728,-5.38759236842105,NA,NA
20200729,-2.47749441666667,NA,71.6953714893617
20200730,-3.07671736170213,NA,82.2424479166667
20200731,-3.26562639583333,NA,87.23471875
20200801,-3.66456397916667,NA,91.1798204166667
20200802,-4.30986795454545,NA,94.3149022727273
20200803,-4.91126116521739,NA,111.311267866667
20200804,-3.76621936170213,NA,113.569759888889
20200805,-4.06063443181818,NA,110.268952659091
20200806,-2.38309460545455,NA,91.5461686363636
20200807,NA,NA,NA
20200808,NA,NA,NA
20200809,NA,NA,NA
20200810,NA,NA,NA
20200811,NA,NA,NA
20200812,NA,NA,NA
20200813,NA,NA,NA
20200814,NA,NA,NA
20200815,NA,NA,NA
20200816,NA,NA,NA
20200817,NA,NA,NA
20200818,NA,NA,NA
20200819,NA,NA,NA
20200820,NA,NA,NA
20200821,NA,NA,NA
20200822,NA,NA,NA
20200823,NA,NA,NA
20200824,NA,NA,NA
20200825,NA,NA,NA
20200826,NA,NA,NA
20200827,NA,NA,NA
20200828,NA,NA,NA
20200829,NA,NA,NA
20200830,NA,NA,NA
20200831,NA,NA,NA
20200901,NA,NA,NA
20200902,NA,NA,NA
20200903,NA,NA,NA
20200904,NA,NA,NA
20200905,NA,NA,NA
20200906,NA,NA,NA
20200907,NA,NA,NA
20200908,NA,NA,NA
20200909,NA,NA,NA
20200910,NA,NA,NA
20200911,NA,NA,NA
20200912,NA,NA,NA
20200913,NA,NA,NA
20200914,NA,NA,NA
20200915,NA,NA,NA
20200916,NA,NA,NA
20200917,NA,NA,NA
20200918,NA,NA,NA
20200919,NA,NA,NA
20200920,NA,NA,NA
20200921,NA,NA,NA
20200922,NA,NA,NA
20200923,NA,NA,NA
20200924,NA,NA,NA
20200925,NA,NA,NA
20200926,NA,NA,NA
20200927,NA,NA,NA
20200928,NA,NA,NA
20200929,NA,NA,NA
20200930,NA,NA,NA
20201001,NA,NA,NA
20201002,NA,NA,NA
20201003,NA,NA,NA
20201004,NA,NA,NA
20201005,NA,NA,NA
20201006,NA,NA,NA
20201007,NA,NA,NA
20201008,NA,NA,NA
20201009,NA,NA,NA
20201010,NA,NA,NA
20201011,NA,NA,NA
20201012,NA,NA,NA
20201013,NA,NA,NA
20201014,NA,NA,NA
20201015,NA,NA,NA
20201016,NA,NA,NA
20201017,NA,NA,NA
20201018,NA,NA,NA
20201019,NA,NA,NA
20201020,NA,NA,NA
20201021,NA,NA,NA
20201022,NA,NA,NA
20201023,NA,NA,NA
20201024,NA,NA,NA
20201025,NA,NA,NA
20201026,NA,NA,NA
20201027,NA,NA,NA
20201028,NA,NA,NA
20201029,NA,NA,NA
20201030,NA,NA,NA
20201031,NA,NA,NA
20201101,NA,NA,NA
20201102,NA,NA,NA
20201103,NA,NA,NA
20201104,NA,NA,NA
20201105,NA,NA,NA
20201106,NA,NA,NA
20201107,NA,NA,NA
20201108,NA,NA,NA
20201109,NA,NA,NA
20201110,NA,NA,NA
20201111,NA,NA,NA
20201112,NA,NA,NA
20201113,NA,NA,NA
20201114,NA,NA,NA
20201115,NA,NA,NA
20201116,NA,NA,NA
20201117,NA,NA,NA
20201118,NA,NA,NA
20201119,NA,NA,NA
20201120,NA,NA,NA
20201121,NA,NA,NA
20201122,NA,NA,NA
20201123,NA,NA,NA
20201124,NA,NA,NA
20201125,NA,NA,NA
20201126,NA,NA,NA
20201127,NA,NA,NA
20201128,NA,NA,NA
20201129,NA,NA,NA
20201130,NA,NA,NA
20201201,NA,NA,NA
20201202,NA,NA,NA
20201203,NA,NA,NA
20201204,NA,NA,NA
20201205,NA,NA,NA
20201206,NA,NA,NA
20201207,NA,NA,NA
20201208,NA,NA,NA
20201209,NA,NA,NA
20201210,NA,NA,NA
20201211,NA,NA,NA
20201212,NA,NA,NA
20201213,NA,NA,NA
20201214,NA,NA,NA
20201215,NA,NA,NA
20201216,NA,NA,NA
20201217,NA,NA,NA
20201218,NA,NA,NA
20201219,NA,NA,NA
20201220,NA,NA,NA
20201221,NA,NA,NA
20201222,NA,NA,NA
20201223,NA,NA,NA
20201224,NA,NA,NA
20201225,NA,NA,NA
20201226,NA,NA,NA
20201227,NA,NA,NA
20201228,NA,NA,NA
20201229,NA,NA,NA
20201230,NA,NA,NA
20201231,NA,NA,NA
20210101,NA,NA,NA
20210102,NA,NA,NA
20210103,NA,NA,NA
20210104,NA,NA,NA
20210105,NA,NA,NA
20210106,NA,NA,NA
20210107,NA,NA,NA
20210108,NA,NA,NA
20210109,NA,NA,NA
20210110,NA,NA,NA
20210111,NA,NA,NA
20210112,NA,NA,NA
20210113,NA,NA,NA
20210114,NA,NA,NA
20210115,NA,NA,NA
20210116,NA,NA,NA
20210117,NA,NA,NA
20210118,NA,NA,NA
20210119,NA,NA,NA
20210120,NA,NA,NA
20210121,NA,NA,NA
20210122,NA,NA,NA
20210123,NA,NA,NA
20210124,NA,NA,NA
20210125,NA,NA,NA
20210126,NA,NA,NA
20210127,NA,NA,NA
20210128,NA,NA,NA
20210129,NA,NA,NA
20210130,NA,NA,NA
20210131,NA,NA,NA
20210201,NA,NA,NA
20210202,NA,NA,NA
20210203,NA,NA,NA
20210204,NA,NA,NA
20210205,NA,NA,NA
20210206,NA,NA,NA
20210207,NA,NA,NA
20210208,NA,NA,NA
20210209,NA,NA,NA
20210210,NA,NA,NA
20210211,NA,NA,NA
20210212,NA,NA,NA
20210213,NA,NA,NA
20210214,NA,NA,NA
20210215,NA,NA,NA
20210216,NA,NA,NA
20210217,NA,NA,NA
20210218,NA,NA,NA
20210219,NA,NA,NA
20210220,NA,NA,NA
20210221,NA,NA,NA
20210222,NA,NA,NA
20210223,NA,NA,NA
20210224,NA,NA,NA
20210225,NA,NA,NA
20210226,NA,NA,NA
20210227,NA,NA,NA
20210228,NA,NA,NA
20210301,NA,NA,NA
20210302,NA,NA,NA
20210303,NA,NA,NA
20210304,NA,NA,NA
20210305,NA,NA,NA
20210306,NA,NA,NA
20210307,NA,NA,NA
20210308,NA,NA,NA
20210309,NA,NA,NA
20210310,NA,NA,NA
20210311,NA,NA,NA
20210312,NA,NA,NA
20210313,NA,NA,NA
20210314,NA,NA,NA
20210315,NA,NA,NA
20210316,NA,NA,NA
20210317,NA,NA,NA
20210318,NA,NA,NA
20210319,NA,NA,NA
20210320,NA,NA,NA
20210321,NA,NA,NA
20210322,NA,NA,NA
20210323,NA,NA,NA
20210324,NA,NA,NA
20210325,NA,NA,NA
20210326,NA,NA,NA
20210327,NA,NA,NA
20210328,NA,NA,NA
20210329,NA,NA,NA
20210330,NA,NA,NA
20210331,NA,NA,NA
20210401,NA,NA,NA
20210402,NA,NA,NA
20210403,NA,NA,NA
20210404,NA,NA,NA
20210405,NA,NA,NA
20210406,NA,NA,NA
20210407,NA,NA,NA
20210408,NA,NA,NA
20210409,NA,NA,NA
20210410,NA,NA,NA
20210411,NA,NA,NA
20210412,NA,NA,NA
20210413,NA,NA,NA
20210414,NA,NA,NA
20210415,NA,NA,NA
20210416,NA,NA,NA
20210417,NA,NA,NA
20210418,NA,NA,NA
20210419,NA,NA,NA
20210420,NA,NA,NA
20210421,NA,NA,NA
20210422,NA,NA,NA
20210423,NA,NA,NA
20210424,NA,NA,NA
20210425,NA,NA,NA
20210426,NA,NA,NA
20210427,NA,NA,NA
20210428,NA,NA,NA
20210429,NA,NA,NA
20210430,NA,NA,NA
20210501,NA,NA,NA
20210502,NA,NA,NA
20210503,NA,NA,NA
20210504,NA,NA,NA
20210505,NA,NA,NA
20210506,NA,NA,NA
20210507,NA,NA,NA
20210508,NA,NA,NA
20210509,NA,NA,NA
20210510,NA,NA,NA
20210511,NA,NA,NA
20210512,NA,NA,NA
20210513,NA,NA,NA
20210514,NA,NA,NA
20210515,NA,NA,NA
20210516,NA,NA,NA
20210517,NA,NA,NA
20210518,NA,NA,NA
20210519,NA,NA,NA
20210520,NA,NA,NA
20210521,NA,NA,NA
20210522,NA,NA,NA
20210523,NA,NA,NA
20210524,NA,NA,NA
20210525,NA,NA,NA
20210526,NA,NA,NA
20210527,NA,NA,NA
20210528,NA,NA,NA
20210529,NA,NA,NA
20210530,NA,NA,NA
20210531,NA,NA,NA
20210601,NA,NA,NA
20210602,NA,NA,NA
20210603,NA,NA,NA
20210604,NA,NA,NA
20210605,NA,NA,NA
20210606,NA,NA,NA
20210607,-4.19087775,NA,58.4521558333333
20210608,-3.88952138297872,94.1715535714286,69.4889020833333
20210609,-4.213717,60.5516038461538,79.7735354166667
20210610,-3.4471387125,NA,85.8164395833333
20210611,-3.49881856875,NA,84.940725
20210612,-3.54146872916667,NA,97.0613359574468
20210613,-3.49583195121951,NA,101.000597777778
20210614,-3.31230375,NA,NA
20210615,-3.58873227659574,NA,98.2608586808511
20210616,-0.58197011627907,NA,52.9038653906977
20210617,-2.45888043478261,70.70394,145.36010625
20210618,NA,NA,NA
20210619,-3.27640840909091,NA,94.9313088888889
20210620,NA,NA,NA
20210621,0.946297547619048,NA,NA
20210622,-1.4691545,NA,68.9088125531915
20210623,-2.33826091304348,140.723792,58.2935377555556
20210624,-2.41059829166667,95.5727826086956,81.514644893617
20210625,-2.50329904761905,80.2316294117647,85.2403542222222
20210626,-1.59701385106383,66.4631119047619,130.510710416667
20210627,NA,65.0737933333333,97.78186
20210628,-3.3770876744186,63.2644,101.923545217391
20210629,-1.83200071111111,84.21443,77.5677295744681
20210630,-2.665377625,94.693135,99.9453176595745
20210701,NA,88.02745,NA
20210702,-2.80719413043478,137.859929268293,89.8089114893617
20210703,1.47828895121951,139.229125,68.7463056818182
20210704,-3.09567859574468,104.41879047619,60.9463083333333
20210705,1.90592619047619,115.0472,NA
20210706,-3.52759441860465,101.2548525,79.3072457777778
20210707,-2.32403808888889,100.190263888889,74.6241602826087
20210708,-2.20847489361702,92.2767956521739,62.26446
20210709,-0.548218489361702,111.047052272727,57.61596625
20210710,-2.61713729166667,134.734902272727,80.3393936170213
